air_store_id,air_genre_name,air_area_name,latitude,longitude
air_dbf64f1ce38c7442,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_1dea9815ccd36620,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3aa839e8e0cb6c87,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_38746ffe9aa20c7e,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b55d8aea1d2b395,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_349278fa964bb12f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c31472d14e29cee8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_7bda6048a4a78837,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_eb120e6d384a17a8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_eca5e0064dc9314a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ad13e71e21235131,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9e920b758503ef54,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_27e991812b0d9c92,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_0ead98dd07e7a82a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_bf13014b6e3e60ca,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_6108821ffafa9b72,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_3a8a3f8fb5cd7f88,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_91236b89d29567af,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_859feab8e3c9f98d,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_b7fa3d2fca744dd2,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_59cc9b2b209c6331,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_939964477035ef0b,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_a9a380530c1e121f,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_1d3f797dd1f7cf1c,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_c28983412a7eefcf,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_9b13c7feb0a0c431,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_168441ada3e878e1,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_d0e8a085d8dc83aa,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_cadf9cfb510a1d78,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_2195cd5025a98033,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_832f9dbe9ee4ebd3,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_401b39f97e56b939,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_d4981cdde163b172,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_aed3a8b49abe4a48,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_8e4360a64dbd4c50,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_9a30407764f4ff84,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_5e34c6fe6fabd10e,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_b5bdd318005d9aa4,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_710d6537cb7623df,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5ed3198e4a5eed0f,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_c6ffd6a93e6b68d6,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ebd31e812960f517,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_10713fbf3071c361,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_7bc6ca04d7b0f3b8,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e34c631c766f2766,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_af24e3e817dea1e5,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b30fffd7ab1e75a5,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_a8533b7a992bb0ca,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_efd70b04de878f25,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e7d2ac6d53d1b744,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_8e8f42f047537154,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_657a0748462f85de,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_9d3482b4680aee88,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_e0aee25b56a069f2,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_5d945ade487cdf4d,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_848616680ef061bd,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_97e0f2feec4d577a,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_57ed725a1930a5b9,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_8c119d1f16049f20,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2009041dbf9264de,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_820d1919cbecaa0a,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_9d5a980b211e1795,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_16179d43b6ee5fd8,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_93dd7070c9bf5453,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_cb083b4789a8d3a2,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,43.0744699,141.3008887
air_cf22e368c1a71d53,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,43.0744699,141.3008887
air_3525f11ef0bf0c35,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_81c2600146d07d16,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_add9a575623726c8,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_89e7328af22efe74,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_ee3a01f0c71a769f,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_a373500730e2a9e0,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_41bbf6e1d9814c4b,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_5dea8a7a5bf5eb71,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_0e1eae99b8723bc1,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_a2567267116a3b75,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_b259b4e4a51a690d,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_71903025d39a4571,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_a2b29aa7feb4e36f,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_70f834596eb99fee,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_464a62de0d57be1e,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56ea46c14b2dd967,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_b162fb07fbbdea33,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_747f375eb3900e1e,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi,35.7511648,139.7092437
air_8ce035ee1d8a56a6,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi,35.7511648,139.7092437
air_cd4b301d5d3918d8,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_a85f0c0c889f6b7e,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_9c6787aa03a45586,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_303bac187b53083a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_298513175efdf261,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_96ec3cfe78cb0652,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,35.0955842,138.8634925
air_99157b6163835eec,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,35.0955842,138.8634925
air_4043b7ccfbffa732,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_9bbc673495e23532,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_e483f5b3c4f310e0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_fab092c35776a9b1,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_f1094dbf2aef85d9,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_d34c0861a2be94cb,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_09040f6df960ddb8,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_414ff459ed18fa48,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_6e06824d0934dd81,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_fe58c074ec1445ea,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_d5e0a20370c325c7,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_b8a5ee69e5fdcc5b,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_d0a7bd3339c3d12a,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_23e1b11aee2a1407,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_ad60f6b76c9df7ed,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_0f60e1576a7d397d,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_a41b032371a63427,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_68d075113f368946,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_f85e21e543cf44f2,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_083ddc520ea47e1e,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_746211c0b532e8aa,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_c52c63c781fe48f6,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_d8abb9e490abf94f,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,35.704686,139.5754071
air_0647f17b4dc041c8,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,35.704686,139.5754071
air_6873982b9e19c7ad,Cafe/Sweets,Hokkaidō Katō-gun Motomachi,42.9941431,143.1979595
air_6d65dd11d96e00fb,Cafe/Sweets,Hokkaidō Katō-gun Motomachi,42.9941431,143.1979595
air_26c5bbeb7bb82bf1,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,35.7528042,139.7334805
air_78df4dc6a7e83e41,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,35.7528042,139.7334805
air_20619d21192aa571,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_8a59bb0c497b771e,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_95e917913cd988f3,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_8f273fb9ad2fed6f,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_7a946aada80376a4,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_09fd1f5c58583141,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_034a3d5b40d5b1b1,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōhiraki,34.6923371,135.4722289
air_2a24aec099333f39,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōhiraki,34.6923371,135.4722289
air_9dd7d38b0f1760c4,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_5fbda8e9302f7c13,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_138ee734ac79ff90,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_a85f8c0bfd61889f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_500641aca4cf673c,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,35.6994733,139.5029916
air_23ee674e91469086,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,35.6994733,139.5029916
air_382f5ace4e2247b8,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_67483104fa38ef6c,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_b1d822f75c9fc615,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_2545dd3a00f265e2,Cafe/Sweets,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_064e203265ee5753,Cafe/Sweets,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_45326ebb8dc72cfb,Cafe/Sweets,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_232dcee6f7c51d37,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,35.6921398,139.6854735
air_4dea8d17f6f59c56,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,35.6921398,139.6854735
air_5b6d18c470bbfaf9,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_e58f669b6f1a08ce,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_b1a72bf1ebf4b8ef,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_d4b5a4b04c5f2d04,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,34.5732536,135.4831008
air_d98380a4aeb0290b,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,34.5732536,135.4831008
air_0382c794b73b51ad,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_bac5f4441db21db9,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_275732a5db46f4d3,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_ebe02c3090271fa9,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_ab9746a0f83084b7,Cafe/Sweets,Tōkyō-to Setagaya-ku Okusawa,35.6021252,139.6719581
air_b0a6a4c5e95c74cf,Cafe/Sweets,Fukuoka-ken Kitakyūshū-shi Konyamachi,33.8810679,130.881838
air_452100f5305dde64,Cafe/Sweets,Fukuoka-ken Kitakyūshū-shi Konyamachi,33.8810679,130.881838
air_ca1315af9e073bd1,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_e08b9cf82057a170,Cafe/Sweets,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_63b13c56b7201bd9,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5869938,130.3948938
air_105a7954e32dba9b,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5869938,130.3948938
air_95d28905941fd4cb,Cafe/Sweets,Tōkyō-to Taitō-ku Kuramae,35.7043442,139.7914285
air_eceb97ad6a7d4c07,Cafe/Sweets,Tōkyō-to Taitō-ku Kuramae,35.7043442,139.7914285
air_036d4f1ee7285390,Cafe/Sweets,Hyōgo-ken Takarazuka-shi Tōyōchō,34.7997673,135.3600729
air_74cf22153214064c,Cafe/Sweets,Hyōgo-ken Takarazuka-shi Tōyōchō,34.7997673,135.3600729
air_0e7c11b9abc50163,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,35.6692904,139.7070557
air_d97dabf7aae60da5,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,35.6692904,139.7070557
air_17bed6dbf7c8b0fc,Cafe/Sweets,Niigata-ken Kashiwazaki-shi Chūōchō,37.3718999,138.5589836
air_a239a44805932bab,Cafe/Sweets,Niigata-ken Kashiwazaki-shi Chūōchō,37.3718999,138.5589836
air_56cebcbd6906e04c,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_4beac252540f865e,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_63a88d81295195ed,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_86cfbf2624576fad,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_96929a799b12a43e,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_d69b08a175bc0387,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_fd6aac1043520e83,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_9483d65e9cc9a6b7,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_ffcc2d5087e1b476,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c66dbd2c37832d00,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_a11473cc1eb9a27f,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_e0118664da63a2d0,Izakaya,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_5878b6f2a9da12c1,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_af63df35857b16e6,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_5a9a6cbeeb434c08,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_05c325d315cc17f5,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_cb7467aed805e7fe,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_b2a639cc7e02edf1,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e053c561f32acc28,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_a257c9749d8d0ff6,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_abcdc8115988a010,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_db1233ad855b34d5,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_1408dd53f31a8a65,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_c2c8435bdb3516d4,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_e88bbe2ede3467aa,Izakaya,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_91d72e16c4bcba55,Izakaya,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_48e9fc98b62495a7,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_6ced51c24fb54262,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_1d25ca6c76df48b4,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_6411203a47b5ec77,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_8cc350fd70ee0757,Izakaya,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,34.7337339,135.4063757
air_cc1a0e985ce63711,Izakaya,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,34.7337339,135.4063757
air_5c817ef28f236bdf,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_87ca98aa7664de94,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_f6bfd27e2e174d16,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b9e27558fb8bd5c4,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_229d7e508d9f1b5e,Izakaya,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_68301bcb11e2f389,Izakaya,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_1033310359ceeac1,Izakaya,Tōkyō-to Kōtō-ku Tomioka,35.6712704,139.7969871
air_084d98859256acf0,Izakaya,Tōkyō-to Kōtō-ku Tomioka,35.6712704,139.7969871
air_4d21676ed11f0bac,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_b60cc7d6aee68194,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_ecab54b57a71b10d,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_03963426c9312048,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_c47aa7493b15f297,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_97159fc4e90053fe,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_f96765e800907c77,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_28a9fa1ec0839375,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_421670f21da5ba31,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_1707a3f18bb0da07,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_646b93e336f0dded,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_de88770300008624,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_e7fbee4e3cfe65c5,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_0b1e72d2d4422b20,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_ee3ba9af184c6c82,Izakaya,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_5f3a3ef4cba110a4,Izakaya,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_9d474ec2448c700d,Izakaya,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_5cb030b9f0b91537,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_1d1e8860ae04f8e9,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_8f3b563416efc6ad,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_48ffd31594bc3263,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_f26f36ec4dc5adb0,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2570ccb93badde68,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_28064154614b2e6c,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2634e41551e9807d,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_640cf4835f0d9ba3,Izakaya,Tōkyō-to Ōta-ku Kamata,35.5612568,139.7160511
air_f2985de32bb792e0,Izakaya,Tōkyō-to Ōta-ku Kamata,35.5612568,139.7160511
air_81a12d67c22e012f,Izakaya,Tōkyō-to Ōta-ku Kamata,35.5612568,139.7160511
air_965b2e0cf4119003,Izakaya,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_d500b48a8735fbd3,Izakaya,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_a271c9ba19e81d17,Izakaya,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
